alias,symbol
RN5S288,RNA5SP288
RN5S289,RNA5SP289
RN5S29,RNA5SP29
RN5S290,RNA5SP290
RN5S291,RNA5SP291
RN5S292,RNA5SP292
RN5S293,RNA5SP293
RN5S294,RNA5SP294
RN5S295,RNA5SP295
RN5S296,RNA5SP296
RN5S297,RNA5SP297
RN5S298,RNA5SP298
RN5S299,RNA5SP299
RN5S3,RNA5S3
RN5S30,RNA5SP30
RN5S300,RNA5SP300
RN5S301,RNA5SP301
RN5S302,RNA5SP302
RN5S303,RNA5SP303
RN5S304,RNA5SP304
RN5S305,RNA5SP305
RN5S306,RNA5SP306
RN5S307,RNA5SP307
RN5S308,RNA5SP308
RN5S309,RNA5SP309
RN5S31,RNA5SP31
RN5S310,RNA5SP310
RN5S311,RNA5SP311
RN5S312,RNA5SP312
RN5S313,RNA5SP312
RN5S314,RNA5SP311
RN5S315,RNA5SP315
RN5S316,RNA5SP310
RN5S317,RNA5SP317
RN5S318,RNA5SP318
RN5S319,RNA5SP319
RN5S320,RNA5SP320
RN5S321,RNA5SP321
RN5S322,RNA5SP322
RN5S323,RNA5SP323
RN5S324,RNA5SP324
RN5S325,RNA5SP325
RN5S326,RNA5SP326
RN5S327,RNA5SP327
RN5S328,RNA5SP328
RN5S329,RNA5SP329
RN5S33,RNA5SP33
RN5S330,RNA5SP330
RN5S331,RNA5SP331
RN5S332,RNA5SP332
RN5S333,RNA5SP333
RN5S334,RNA5SP334
RN5S335,RNA5SP335
RN5S336,RNA5SP336
RN5S337,RNA5SP337
RN5S338,RNA5SP338
RN5S339,RNA5SP339
RN5S34,RNA5SP34
RN5S340,RNA5SP340
RN5S341,RNA5SP341
RN5S342,RNA5SP342
RN5S343,RNA5SP343
RN5S344,RNA5SP344
RN5S345,RNA5SP345
RN5S346,RNA5SP346
RN5S347,RNA5SP347
RN5S348,RNA5SP348
RN5S349,RNA5SP349
RN5S35,RNA5SP35
RN5S350,RNA5SP350
RN5S351,RNA5SP351
RN5S352,RNA5SP352
RN5S353,RNA5SP353
RN5S354,RNA5SP354
RN5S355,RNA5SP355
RN5S356,RNA5SP356
RN5S357,RNA5SP357
RN5S358,RNA5SP358
RN5S359,RNA5SP359
RN5S36,RNA5SP36
RN5S360,RNA5SP360
RN5S361,RNA5SP361
RN5S362,RNA5SP362
RN5S363,RNA5SP363
RN5S364,RNA5SP364
RN5S365,RNA5SP365
RN5S366,RNA5SP366
RN5S367,RNA5SP367
RN5S368,RNA5SP368
RN5S369,RNA5SP369
RN5S37,RNA5SP37
RN5S370,RNA5SP370
RN5S371,RNA5SP371
RN5S372,RNA5SP372
RN5S373,RNA5SP373
RN5S374,RNA5SP374
RN5S375,RNA5SP375
RN5S376,RNA5SP376
RN5S377,RNA5SP377
RN5S378,RNA5SP378
RN5S379,RNA5SP379
RN5S38,RNA5SP38
RN5S380,RNA5SP380
RN5S382,RNA5SP382
RN5S383,RNA5SP383
RN5S384,RNA5SP384
RN5S385,RNA5SP385
RN5S386,RNA5SP386
RN5S387,RNA5SP387
RN5S388,RNA5SP388
RN5S389,RNA5SP389
RN5S39,RNA5SP39
RN5S390,RNA5SP390
RN5S391,RNA5SP391
RN5S392,RNA5SP392
RN5S393,RNA5SP393
RN5S394,RNA5SP394
RN5S395,RNA5SP395
RN5S396,RNA5SP396
RN5S397,RNA5SP397
RN5S399,RNA5SP399
RN5S4,RNA5S4
RN5S40,RNA5SP40
RN5S400,RNA5SP400
RN5S401,RNA5SP401
RN5S402,RNA5SP402
RN5S403,RNA5SP403
RN5S404,RNA5SP404
RN5S405,RNA5SP405
RN5S406,RNA5SP406
RN5S407,RNA5SP407
RN5S408,RNA5SP408
RN5S409,RNA5SP409
RN5S41,RNA5SP41
RN5S410,RNA5SP410
RN5S411,RNA5SP411
RN5S412,RNA5SP412
RN5S413,RNA5SP413
RN5S414,RNA5SP414
RN5S415,RNA5SP415
RN5S416,RNA5SP416
RN5S417,RNA5SP417
RN5S418,RNA5SP418
RN5S419,RNA5SP419
RN5S42,RNA5SP42
RN5S420,RNA5SP420
RN5S421,RNA5SP421
RN5S422,RNA5SP422
RN5S423,RNA5SP423
RN5S424,RNA5SP424
RN5S425,RNA5SP425
RN5S426,RNA5SP426
RN5S427,RNA5SP427
RN5S428,RNA5SP428
RN5S429,RNA5SP429
RN5S43,RNA5SP43
RN5S430,RNA5SP430
RN5S431,RNA5SP431
RN5S432,RNA5SP432
RN5S433,RNA5SP433
RN5S434,RNA5SP434
RN5S435,RNA5SP435
RN5S436,RNA5SP436
RN5S437,RNA5SP437
RN5S438,RNA5SP438
RN5S439,RNA5SP439
RN5S44,RNA5SP44
RN5S440,RNA5SP440
RN5S441,RNA5SP441
RN5S442,RNA5SP442
RN5S443,RNA5SP443
RN5S444,RNA5SP444
RN5S445,RNA5SP445
RN5S446,RNA5SP446
RN5S447,RNA5SP447
RN5S448,RNA5SP448
RN5S449,RNA5SP449
RN5S45,RNA5SP45
RN5S450,RNA5SP450
RN5S451,RNA5SP451
RN5S452,RNA5SP452
RN5S453,RNA5SP453
RN5S454,RNA5SP454
RN5S455,RNA5SP455
RN5S456,RNA5SP456
RN5S457,RNA5SP457
RN5S458,RNA5SP458
RN5S459,RNA5SP459
RN5S46,RNA5SP46
RN5S460,RNA5SP460
RN5S461,RNA5SP461
RN5S462,RNA5SP462
RN5S463,RNA5SP463
RN5S464,RNA5SP464
RN5S465,RNA5SP465
RN5S466,RNA5SP466
RN5S467,RNA5SP467
RN5S468,RNA5SP468
RN5S469,RNA5SP469
RN5S47,RNA5SP47
RN5S470,RNA5SP470
RN5S471,RNA5SP471
RN5S472,RNA5SP472
RN5S473,RNA5SP473
RN5S474,RNA5SP474
RN5S475,RNA5SP475
RN5S476,RNA5SP476
RN5S477,RNA5SP477
RN5S478,RNA5SP478
RN5S479,RNA5SP479
RN5S48,RNA5SP48
RN5S480,RNA5SP480
RN5S481,RNA5SP481
RN5S482,RNA5SP482
RN5S483,RNA5SP483
RN5S484,RNA5SP484
RN5S485,RNA5SP485
RN5S486,RNA5SP486
RN5S487,RNA5SP487
RN5S488,RNA5SP488
RN5S489,RNA5SP489
RN5S49,RNA5SP49
RN5S490,RNA5SP490
RN5S491,RNA5SP491
RN5S492,RNA5SP492
RN5S493,RNA5SP493
RN5S494,RNA5SP494
RN5S495,RNA5SP495
RN5S496,RNA5SP496
RN5S497,RNA5SP497
RN5S498,RNA5SP498
RN5S499,RNA5SP499
RN5S5,RNA5S5
RN5S50,RNA5SP50
RN5S500,RNA5SP500
RN5S501,RNA5SP501
RN5S502,RNA5SP502
RN5S503,RNA5SP503
RN5S504,RNA5SP504
RN5S505,RNA5SP505
RN5S506,RNA5SP506
RN5S507,RNA5SP507
RN5S508,RNA5SP508
RN5S509,RNA5SP509
RN5S51,RNA5SP51
RN5S510,RNA5SP510
RN5S511,RNA5SP511
RN5S512,RNA5SP512
RN5S513,RNA5SP513
RN5S514,RNA5SP514
RN5S515,RNA5SP515
RN5S516,RNA5SP516
RN5S517,RNA5SP517
RN5S518,RNA5SP518
RN5S519,RNA5SP519
RN5S52,RNA5SP52
RN5S520,RNA5SP520
RN5S521,RNA5SP521
RN5S522,RNA5SP522
RN5S523,RNA5SP523
RN5S53,RNA5SP53
RN5S54,RNA5SP54
RN5S55,RNA5SP55
RN5S56,RNA5SP56
RN5S57,RNA5SP57
RN5S58,RNA5SP57
RN5S59,RNA5SP59
RN5S6,RNA5S6
RN5S60,RNA5SP60
RN5S61,RNA5SP61
RN5S62,RNA5SP62
RN5S63,RNA5SP63
RN5S64,RNA5SP64
RN5S65,RNA5SP65
RN5S66,RNA5SP66
RN5S67,RNA5SP67
RN5S68,RNA5SP68
RN5S69,RNA5SP69
RN5S7,RNA5S7
RN5S70,RNA5SP70
RN5S71,RNA5SP71
RN5S72,RNA5SP72
RN5S73,RNA5SP73
RN5S74,RNA5SP74
RN5S75,RNA5SP75
RN5S76,RNA5SP76
RN5S77,RNA5SP77
RN5S78,RNA5SP78
RN5S79,RNA5SP79
RN5S8,RNA5S8
RN5S80,RNA5SP80
RN5S82,RNA5SP82
RN5S84,RNA5SP84
RN5S85,RNA5SP85
RN5S86,RNA5SP86
RN5S87,RNA5SP87
RN5S88,RNA5SP88
RN5S89,RNA5SP89
RN5S9,RNA5S9
RN5S90,RNA5SP90
RN5S91,RNA5SP91
RN5S92,RNA5SP92
RN5S93,RNA5SP93
RN5S94,RNA5SP94
RN5S95,RNA5SP95
RN5S96,RNA5SP96
RN5S97,RNA5SP97
RN5S98,RNA5SP98
RN5S99,RNA5SP99
RN7SKP138,RN7SKP186
RN7SL,RN7SL1
RN7SL249P,RN7SL5P
RN7SL257P,RN7SL471P
RN7SL27P,RN7SL7P
RN7SL427P,RN7SL4P
RN7SL433P,RN7SL8P
RN7SL527P,RN7SL248P
RN7SL579P,RN7SL353P
RN7SL631P,RN7SL3
RN7SL694P,RN7SL274P
RN7SL848P,RN7SL6P
RN7SLP1,RN7SL4P
RN7SLP2,RN7SL5P
RN7SLP3,RN7SL6P
RN7SLP4,RN7SL7P
RN7SLP5,RN7SL8P
RNA00324,LINC00324
RNA143598,MTRNR2L1
RNA18S4,RNA18SN1
RNA18S5,RNA18SN4
RNA18S5,RNA18SN5
RNA18SP,LOC110467533
RNA18SP,LOC110467534
RNA18SP,LOC110467535
RNA18SP,LOC110467536
RNA18SP,LOC110467537
RNA18SP,LOC110467538
RNA28S4,RNA28SN1
RNA28S5,RNA28SN4
RNA28S5,RNA28SN5
RNA28SP,LOC110467526
RNA28SP,LOC110467527
RNA28SP,LOC110467528
RNA28SP,LOC110467529
RNA28SP,LOC110467531
RNA40057,CYP2D7
RNA45S4,RNA45SN1
RNA45S5,RNA45SN4
RNA45S5,RNA45SN5
RNA5-8N2,RNA5-8SN2
RNA5-8S4,RNA5-8SN1
RNA5-8S5,RNA5-8SN4
RNA5-8S5,RNA5-8SN5
RNA5-8SP,LOC110467520
RNA5-8SP,LOC110467521
RNA5-8SP,LOC110467522
RNA5-8SP,LOC110467523
RNA5-8SP,LOC110467524
RNA5SP313,RNA5SP312
RNA5SP314,RNA5SP311
RNA5SP316,RNA5SP310
RNA5SP58,RNA5SP57
RNAC,RCL1
RNAH,ASCC3
RNAh,DDX19B
RNAHP,DDX42
RNANC,ATOH7
RNASE3L,DROSHA
RNASE4,ANG
RNASE5,ANG
RNASE6PL,RNASET2
RNASE9,RNASE10
RNASEH1,RNASEH1P1
RNASEH1-AS1,RNASEH1-DT
RNASEH1P,RNASEH1P1
RNASEHI,RNASEH2A
RNaseK6,RNASE6
RNASEL1,ABCE1
RNASELI,ABCE1
RNASEN,DROSHA
RNASEP1,RPP40
RNB6,EVL
RNBP,RENBP
RNCR2,MIAT
Rncr3,MIR124-1HG
RNE1,SNORA73A
RNE2,SNORA62
RNE3,SNORA63
RNF,TRIM31
RNF1,RING1
RNF100,TRIM47
RNF101,TRIM48
RNF102,TRIM52
RNF103-VPS24,RNF103-CHMP3
RNF104,TRIM59
RNF105,TTC3
RNF105L,TTC3P1
RNF106,UHRF1
RNF107,UHRF2
RNF108,VPS11
RNF109,TRIM56
RNF110,PCGF2
RNF111L1,ARK2N
RNF111L2,ARK2C
RNF113,RNF113A
RNF116,CHFR
RNF117,TRAF2
RNF118,TRAF3
RNF119,TRAF7
RNF11B,RNF11P2
RNF12,RLIM
RNF120,RFPL3
RNF124,RNF43
RNF127,LONRF3
RNF129,TRIM60
RNF131,PJA2
RNF132,NEURL3
RNF134,PCGF6
RNF134P1,PCGF7P
RNF136,BIRC8
RNF137,TRIM68
RNF139-AS1,RNF139-DT
RNF140,DTX1
RNF142,SH3RF1
RNF143,DTX3L
RNF144,RNF144A
RNF144A-AS1,GRASLND
RNF147,TRIM25
RNF15,TRIM38
RNF153,MARCHF5
RNF154,DTX3
RNF155,DTX4
RNF156,MGRN1
RNF158,SH3RF2
RNF159,PCGF5
RNF16,TRIM17
RNF160,LTN1
RNF161,RNF113B
RNF162,MEX3A
RNF162A,ZFP36
RNF162B,ZFP36L1
RNF162C,ZFP36L2
RNF163,CNBP
RNF164,RC3H2
RNF165,ARK2C
RNF171,MARCHF1
RNF172,MARCHF2
RNF173,MARCHF3
RNF174,MARCHF4
RNF176,MARCHF6
RNF177,MARCHF7
RNF178,MARCHF8
RNF179,MARCHF9
RNF18,TRIM49
RNF184,MSL2
RNF188,CBLL1
RNF189,RFFL
RNF18B,TRIM51FP
RNF19,RNF19A
RNF190,MARCHF10
RNF191,LONRF1
RNF192,LONRF2
RNF193,MEX3D
RNF194,MEX3C
RNF195,MEX3B
RNF196,CHFR
RNF197,CGRRF1
RNF198,RC3H1
RNF199,RCHY1
RNF19BX,RNF19BPX
RNF200,COP1
RNF201,RFWD3
RNF202,ZNRF2
RNF203,ZNRF3
RNF204,ZNRF4
RNF205,RAPSN
RNF206,TRAIP
RNF209,TRIML1
RNF21,TRIM34
RNF21,TRIM6-TRIM34
RNF210,RFPL4A
RNF210B,RFPL4AL1
RNF211,RFPL4B
RNF216L,RNF216P1
RNF218,MUL1
RNF219,OBI1
RNF219-AS1,OBI1-AS1
RNF22,TRIM3
RNF221,PHRF1
RNF226,MARCHF11
RNF23,TRIM39
RNF27,TRIM8
RNF28,TRIM63
RNF29,TRIM55
RNF2P,RNF2P1
RNF3,BRD2
RNF3,PCGF3
RNF30,TRIM54
RNF33,TRIM60
RNF34L,RFFL
RNF35,TRIM40
RNF35,TRIM61
RNF36,TRIM69
RNF37,UBOX5
RNF3A,PCGF3
RNF3A-2,PCGF1
RNF45,AMFR
RNF46,TRIM23
RNF47,BFAR
RNF48,BIRC2
RNF49,BIRC3
RNF50,BIRC7
RNF51,BMI1
RNF51,COMMD3-BMI1
RNF52,BRAP
RNF53,BRCA1
RNF54,RBCK1
RNF55,CBL
RNF56,CBLB
RNF57,CBLC
RNF58,DTX2
RNF59,MID1
RNF60,MID2
RNF61,MKRN1
RNF62,MKRN2
RNF63,MKRN3
RNF64,MKRN4P
RNF65,MKRN9P
RNF66,MNAT1
RNF67,NEURL1
RNF67B,NEURL1B
RNF68,PCGF1
RNF69,PEX10
RNF70,PJA1
RNF71,PML
RNF72,PEX2
RNF73,RAD18
RNF74,RAG1
RNF75,RBX1
RNF76,TRIM27
RNF77,TRIM13
RNF78,RFPL1
RNF79,RFPL2
RNF80,HLTF
RNF81,TRIM21
RNF82,TRIM24
RNF83,TRAF4
RNF84,TRAF5
RNF85,TRAF6
RNF86,TRIM2
RNF87,TRIM4
RNF88,TRIM5
RNF89,TRIM6
RNF89,TRIM6-TRIM34
RNF9,TRIM10
RNF90,TRIM7
RNF91,TRIM9
RNF92,TRIM11
RNF93,TRIM15
RNF94,TRIM22
RNF95,TRIM26
RNF96,TRIM28
RNF97,TRIM3
RNF98,TRIM36
RNF99,TRIM45
RNG105,CAPRIN1
RNG140,CAPRIN2
RNH,RNH1
RNH1,RNASEH1
RNH1,RNASEH1P1
RNH2,NLRP4
RNHBII52,SNORD115-1
RNHF,TGFB3
RNHIA,RNASEH2A
RNHL,RNASEH2A
Rnl,RLIG1
RNM561,IFIT1
RNMT1,TRDMT1
RNMTL1,MRM3
RNMTL1P1,MRM3P1
RNMTL1P2,MRM3P2
RNMX,RBMX
RNN,TRN-GTT2-1
RNO,NLRP12
RNO2,NLRP12
RNP,RNPC3
RNP24,TMED2
RNPA2,HNRNPA2B1
RNPC1,RBM38
RNPC2,RBM39
RNPC4,RBM23
RNPC6,RBM24
RNPC7,RBM25
RNPL,RBM3
RNPU1Z,SNRNP70
RNR,NR2E3
RNR1,NR4A2
RNS,FAM20C
RNS1,RNASE1
RNS2,RNASE2
RNS3,RNASE3
RNS4,RNASE4
RNS4,RNASEL
RNS4I,ABCE1
RNS6,RNASE6
RNSRP1,RN7SL1
RNSRP2,RN7SL2
RNSRP3,RN7SL3
RNTLS,LARS1
RNTMI,TRX-CAT2-1
RNTMI1,TRX-CAT1-2
RNTMI2,TRX-CAT1-2
RNTMI2,TRX-CAT2-1
RNTMT1,TRX-CAT1-2
RNTRE,USP6NL
RNU1,RNU1-1
RNU1,RNU1-4
RNU1-102,RNVU1-4
RNU1-106P,RNVU1-32
RNU1-10P,RNVU1-1
RNU1-110,RNVU1-20
RNU1-113,RNVU1-3
RNU1-120P,RNVU1-22
RNU1-121,RNVU1-15
RNU1-122P,RNVU1-21
RNU1-126,RNVU1-19
RNU1-127,RNVU1-17
RNU1-12P,RNVU1-2
RNU1-12P,RNVU1-2A
RNU1-137P,RNU1-129P
RNU1-13P,RNVU1-2
RNU1-145,RNVU1-8
RNU1-147,RNVU1-19
RNU1-151,RNVU1-3
RNU1-25,RNVU1-18
RNU1-25P,RNVU1-18
RNU1-26P,RNVU1-7
RNU1-37,RNVU1-14
RNU1-5,RNU1-5P
RNU1-5,RNVU1-18
RNU1-50,RNVU1-4
RNU1-53,RNVU1-1
RNU1-59P,RNVU1-24
RNU1-6,RNU1-6P
RNU1-6,RNVU1-7
RNU1-66,RNVU1-15
RNU1-6P,RNVU1-7
RNU1-7,RNU1-27P
RNU1-7,RNU1-7P
RNU1-71,RNVU1-2
RNU1-7P,RNU1-27P
RNU1-8,RNU1-28P
RNU1-8,RNU1-8P
RNU1-85P,RNVU1-34
RNU1-87P,RNVU1-33
RNU1-8P,RNU1-28P
RNU1-9,RNVU1-7
RNU1-92P,RNVU1-23
RNU1-99,RNVU1-6
RNU1-9P,RNVU1-7
RNU100,SNORD80
RNU101A,SNORD4A
RNU101B,SNORD4B
RNU102,SNORD102
RNU103,SNORD79
RNU104,SNORD81
RNU105A,SNORA73B
RNU106,SNORD12C
RNU107,SNORA63
RNU108,SNORA62
RNU11-1,RNU11
RNU12,RNU12-2P
RNU12-1,RNU12
RNU12L,RNU12
RNU12P,RNU12
RNU12P,RNU12-2P
RNU13,SNORD13
RNU13P1,SNORD13P1
RNU13P2,SNORD13P2
RNU13P3,SNORD13P3
RNU14,SNORD14A
RNU14A,SNORD14A
RNU14B,SNORD14B
RNU15A,SNORD15A
RNU15B,SNORD15B
RNU17A,SNORA73A
RNU17B,SNORA73B
RNU17C,SNHG3
RNU17D,SNHG3
RNU19,SNORA74A
RNU1A,RNU1-1
Rnu1a1,RNU1-1
RNU1A3,RNU1-1
RNU1C1,RNU1-2
RNU1C2,RNU1-2
RNU1D2,RNU1-4
RNU1E2,RNU1-4
RNU1F1,RNU1-4
RNU1G1,RNU1-4
RNU1G2,RNU1-4
RNU1G3,RNU1-3
RNU1G4,RNU1-1
RNU1P1,RNU1-11P
RNU1P1,RNVU1-18
RNU1P10,RNVU1-1
RNU1P2,RNVU1-2
RNU1P2,RNVU1-2A
RNU1P5,RNU1-11P
RNU1P6,RNVU1-2
RNU1P7,RNU1-14P
RNU1P8,RNU1-15P
RNU1P9,RNVU1-18
RNU2,RNU2-1
RNU2-2P,RNU2-2
RNU20,SNORD20
RNU21,SNORD21
RNU22,SNORD22
RNU24,SNORD24
RNU25,SNORD25
RNU26,SNORD26
RNU27,SNORD27
RNU28,SNORD28
RNU29,SNORD29
RNU2AF1,U2AF1
RNU2B,RNU2-2
RNU2P1,RNU2-3P
RNU2P2,RNU2-4P
RNU2P3,RNU2-5P
RNU3,SNORD3A
RNU3-3,SNORD3C
RNU3-4,SNORD3D
RNU30,SNORD30
RNU31,SNORD31
RNU32,SNORD32A
RNU33,SNORD33
RNU34,SNORD34
RNU35,SNORD35A
RNU35A,SNORD35A
RNU35B,SNORD35B
RNU36A,SNORD36A
RNU36B,SNORD36B
RNU36C,SNORD36C
RNU37,SNORD37
RNU38A,SNORD38A
RNU38B,SNORD38B
RNU39,SNORD55
RNU3A1,SNORD3B-1
RNU3IP1,FBL
RNU3IP2,RRP9
RNU3P1,SNORD3P1
RNU3P2,SNORD3F
RNU3P3,SNORD3P3
RNU3P4,SNORD3P4
RNU4-1B,RNU4-2
RNU40,SNORD46
RNU41,SNORD41
RNU42A,SNORD42A
RNU42B,SNORD42B
RNU43,SNORD43
RNU44,SNORD44
RNU45A,SNORD45A
RNU45B,SNORD45B
RNU46,SNORD46
RNU47,SNORD47
RNU48,SNORD48
RNU49,SNORD49A
RNU4A,RNU4-1
RNU4ATAC1,RNU4ATAC
RNU4B1,RNU4-2
RNU4B2,RNU4-1
RNU4C,RNU4-2
RNU4P1,RNU4-7P
RNU4P2,RNU4-8P
RNU4P3,RNU4-3P
RNU4P4,RNU4-4P
RNU4P5,RNU4-5P
RNU4P6,RNU4-6P
RNU5,RNU5A-1
RNU50,SNORD50A
RNU51,SNORD51
RNU52,SNORD52
RNU53,SNORD53
RNU54,SNORD54
RNU55,SNORD55
RNU56,SNORD56
RNU56B,SNORD56B
RNU57,SNORD57
RNU58A,SNORD58A
RNU58B,SNORD58B
RNU59,SNORD59A
RNU5A,RNU5A-1
RNU5B,RNU5B-1
RNU5B-1P,RNU5B-1
RNU5C,RNU5A-1
RNU5D,RNU5D-1
RNU5E,RNU5E-1
RNU5F,RNU5F-1
RNU6,RNU6-1
RNU6-10,RNU6-10P
RNU6-1002P,RNU6-76P
RNU6-1030P,RNU6-850P
RNU6-1033P,RNU6-213P
RNU6-11,RNU6-11P
RNU6-1173P,RNU6-930P
RNU6-1185P,RNU6-771P
RNU6-12,RNU6-12P
RNU6-1221P,RNU6-280P
RNU6-1295P,RNU6-318P
RNU6-13,RNU6-13P
RNU6-14,RNU6-14P
RNU6-15,RNU6-15P
RNU6-16,RNU6-16P
RNU6-17,RNU6-17P
RNU6-18,RNU6-18P
RNU6-186P,RNU6-1133P
RNU6-19,RNU6-19P
RNU6-20,RNU6-20P
RNU6-21,RNU6-21P
RNU6-22,RNU6-22P
RNU6-23,RNU6-23P
RNU6-24,RNU6-24P
RNU6-25,RNU6-25P
RNU6-26,RNU6-26P
RNU6-27,RNU6-27P
RNU6-28,RNU6-28P
RNU6-29,RNU6-29P
RNU6-292P,RNU6-545P
RNU6-3,RNU6-3P
RNU6-30,RNU6-30P
RNU6-31,RNU6-31P
RNU6-32,RNU6-32P
RNU6-33,RNU6-33P
RNU6-34,RNU6-34P
RNU6-35,RNU6-35P
RNU6-36,RNU6-36P
RNU6-37,RNU6-37P
RNU6-373P,RNU6-1341P
RNU6-38,RNU6-38P
RNU6-39,RNU6-39P
RNU6-4,RNU6-4P
RNU6-40,RNU6-40P
RNU6-41,RNU6-41P
RNU6-42,RNU6-42P
RNU6-43,RNU6-43P
RNU6-44,RNU6-44P
RNU6-45,RNU6-45P
RNU6-46,RNU6-46P
RNU6-47,RNU6-47P
RNU6-48,RNU6-48P
RNU6-49,RNU6-49P
RNU6-5,RNU6-5P
RNU6-50,RNU6-50P
RNU6-52,RNU6-52P
RNU6-53,RNU6-53P
RNU6-54,RNU6-54P
RNU6-55,RNU6-55P
RNU6-56,RNU6-56P
RNU6-57,RNU6-57P
RNU6-58,RNU6-58P
RNU6-59,RNU6-59P
RNU6-6,RNU6-31P
RNU6-6,RNU6-6P
RNU6-60,RNU6-60P
RNU6-61,RNU6-61P
RNU6-62,RNU6-62P
RNU6-63,RNU6-63P
RNU6-64,RNU6-64P
RNU6-65,RNU6-65P
RNU6-66,RNU6-66P
RNU6-67,RNU6-67P
RNU6-68,RNU6-68P
RNU6-683P,RNU6-283P
RNU6-69,RNU6-69P
RNU6-70,RNU6-70P
RNU6-71,RNU6-71P
RNU6-72,RNU6-72P
RNU6-73,RNU6-73P
RNU6-74,RNU6-74P
RNU6-75,RNU6-75P
RNU6-76,RNU6-76P
RNU6-77,RNU6-77P
RNU6-78,RNU6-78P
RNU6-79,RNU6-79P
RNU6-8,RNU6-26P
RNU6-80,RNU6-80P
RNU6-81,RNU6-81P
RNU6-82,RNU6-82P
RNU6-825P,RNU6-603P
RNU6-83,RNU6-83P
RNU6-840P,RNU6-1342P
RNU60,SNORD60
RNU61,SNORD61
RNU62,SNORD62A
RNU63,SNORD63
RNU64,SNORA64
RNU65,SNORA65
RNU66,SNORA66
RNU67,SNORA67
RNU68,SNORA68
RNU69,SNORA69
RNU6A,RNU6-1
RNU6ATAC1,RNU6ATAC
RNU6B,RNU6-6P
RNU6C,SNORD8
RNU6P1,RNU6-50P
RNU7,RNU7-1
RNU7-100P,RNU7-12P
RNU7-112P,RNU7-36P
RNU7-118P,RNU7-43P
RNU7-132P,RNU7-4P
RNU7-135P,RNU7-125P
RNU7-139P,RNU7-8P
RNU7-142P,RNU7-18P
RNU7-163P,RNU7-82P
RNU70,SNORA70
RNU71A,SNORA71A
RNU71B,SNORA71B
RNU72,SNORA72
RNU73,SNORD73A
RNU73A,SNORD73A
RNU73B,SNORD73B
RNU7P1,RNU7-68P
RNU7P2,RNU7-86P
RNU7P3,RNU7-24P
RNU7P4,RNU7-55P
RNU82,SNORD82
RNU83A,SNORD83A
RNU83B,SNORD83B
RNU86,SNORD139
RNUT1,SNUPN
RNUXA,PHAX
RNVU1-10,RNVU1-1
RNVU1-11,RNVU1-2
RNVU1-12,RNVU1-3
RNVU1-13,RNVU1-19
RNVU1-16,RNVU1-15
RNVU1-5,RNVU1-4
RNVU1-9,RNVU1-7
RNVU1.2a,RNVU1-2A
RNX,TLX3
RNYP1,RNY1P9
RO,CALR
Ro/SSA,TRIM21
RO52,TRIM21
ROA1,OPA6
ROAT1,SLC22A6
Roaz,ZNF423
ROBLD1,DYNLRB1
ROBLD2,DYNLRB2
ROBLD3,LAMTOR2
RoBPI,PUF60
ROC1,RBX1
ROC1,RIT1
ROC2,RIT2
ROC2,RNF7
ROC22,CEP104
ROCHIS,KNSTRN
ROCHIS,PIK3CD
ROCK-I,ROCK1
ROCK-II,ROCK2
ROCK1P,ROCK1P1
ROCKI,MROCKI
ROCO1,LRRK1
ROCO2,LRRK2
ROCO3,DAPK1
ROCO4,MFHAS1
ROD,KNTC1
ROD1,PTBP3
RODH,HSD17B6
RODH-4,RDH16
RODH4,RDH16
RODX,SLC24A1
Rog,ZBTB32
ROGD1,ROGDI
ROK1,DDX52
rols,TANC2
ROLSA,TANC2
ROLSB,TANC1
ROLT,CROCC
ROM,ROM1
ROMK,KCNJ1
ROMK1,KCNJ1
RON,MST1R
RONIN,THAP11
RONU,FOXN1
rootletin,CROCC
ROP,OPN1LW
ROPN1A,ROPN1
ROPP120,EML4
ropporin,ROPN1
ROQUIN,RC3H1
ROR,LINC-ROR
ROR-alpha,RORA
ROR-BETA,RORB
ROR1,RORA
ROR2,RORA
ROR3,RORA
RORa1,RORA
RORalpha,RORA
RORbeta,RORB
RORBP70,LRRC36
RORET,TRIM38
RORG,RORC
RORNP,RO60
RORα,RORA
RORβ,RORB
ROS,ROS1
ROS-GC,GUCY2D
ROS-GC1,GUCY2D
ROS-GC2,GUCY2F
ROSAH,ALPK1
ROSALIND,LINC01918
ROSBIN,RSBN1
ROSGC,GUCY2D
ROSP1,ROM1
ROSSY,PLA2G12A
ROX,MNT
ROX,RIOX1
ROX,RIOX2
RoXaN,ZC3H7B
ROXAN1,ZC3H7B
RP,BLOC1S3
RP,MT-ATP6
RP-A,RPA1
RP-A p14,RPA3
RP-A p32,RPA2
RP-A p34,RPA2
RP-C,PPP2CA
RP-S7,MRPS7
RP1,MAPRE2
RP1,TMEM184B-AS1
RP1,WHR1
RP1-102K2.6,LIF-AS1
RP1-112K5.2,TSR2
RP1-127C7.4,APOBEC4
RP1-13P20.6,LINC01527
RP1-140K8.5,TGILR
RP1-159A19.1,AHDC1
RP1-170O19.3,HOTTIP
RP1-223H12.3,LINC00272
RP1-27O5.1,ZBTB8B
RP1-286D6.3,LRRC47
RP1-286D6.4,CEP104
RP1-299I16,ADGRG4
RP1-313L4.2,ADCY10
RP1-32B1.3,MYB-AS1
RP1-32F7.2,FAM133A
RP1-40E16.9,LINC02525
RP1-46F2.2,VHRT
